House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2,Watkins Oval,Joyce,Harris,55,None,Single,Female,"Pharmacist, hospital",None,Christian
2,Watkins Oval,Pauline,Wilkinson,34,None,Single,Female,Company secretary,None,No Religion
2,Watkins Oval,Dale,Mason,30,None,Single,Male,Corporate treasurer,None,No Religion
2,Watkins Oval,Trevor,Frost,60,None,Single,Male,Horticultural consultant,None,Christian
2,Watkins Oval,Graeme,Turner,18,None,Single,Male,Student,None,
2,Watkins Oval,Jeffrey,Smith,59,None,Single,Male,Museum education officer,None,No Religion
2,Watkins Oval,Tom,Myers,27,None,Single,Male,Physiological scientist,None,Christian
2,Watkins Oval,Bethan,Dawson,21,None,Single,Female,University Student,None,No Religion
2,Watkins Oval,Amy,Morgan,63,None,Single,Female,Dealer,None,No Religion
3,Watkins Oval,Louise,Freeman,55,Head,Divorced,Female,Medical sales representative,None,Christian
3,Watkins Oval,Douglas,Freeman,33,Son,Single,Male,Web designer,None,Christian
3,Watkins Oval,Shane,Freeman,32,Son,Single,Male,Call centre manager,None,Christian
3,Watkins Oval,Robin,Freeman,32,Son,Single,Male,Media buyer,None,Christian
3,Watkins Oval,Sandra,Freeman,23,Daughter,Single,Female,Farm manager,None,Christian
3,Watkins Oval,Janet,Freeman,19,Daughter,Single,Female,University Student,None,No Religion
3,Watkins Oval,Carly,Freeman,18,Daughter,Divorced,Female,Student,None,Christian
3,Watkins Oval,Josh,Freeman,16,Son,NA,Male,Student,None,NA
3,Watkins Oval,Natalie,Freeman,15,Daughter,NA,Female,Student,None,NA
3,Watkins Oval,Lucy,Chapman-Freeman,10,Daughter,NA,Female,Student,None,NA
3,Watkins Oval,Emma,Chapman-Freeman,7,Daughter,NA,Female,Student,None,NA
3,Watkins Oval,Dominic,Chapman-Freeman,2,Son,NA,Male,Child,None,NA
3,Watkins Oval,Andrew,Smith-Chapman-Freeman,1,Son,NA,Male,Child,None,NA
4,Watkins Oval,Rosie,Pope,70,Head,Married,Female,"Retired Scientist, physiological",None,No Religion
4,Watkins Oval,Joel,Pope,72,Husband,Married,Male,"Retired Producer, television/film/video",None,No Religion
4,Watkins Oval,Katie,Pope,38,Daughter,Single,Female,"Conservation officer, nature",None,No Religion
4,Watkins Oval,Max,Pope,35,Son,Single,Male,Editorial assistant,None,No Religion
4,Watkins Oval,Mathew,Pope,34,Son,Single,Male,Translator,None,No Religion
4,Watkins Oval,Bryan,Pope,33,Son,Divorced,Male,"Engineer, site",None,No Religion
4,Watkins Oval,Sarah,Pope,28,Daughter,Single,Female,"Pilot, airline",None,No Religion
4,Watkins Oval,Carly,Pope,24,Daughter,Widowed,Female,Artist,None,No Religion
4,Watkins Oval,Jessica,Pope,21,Daughter,Single,Female,University Student,None,No Religion
4,Watkins Oval,Christopher,Pope,11,Son,NA,Male,Student,None,No Religion
5,Watkins Oval,Chloe,Lees,40,Head,Single,Female,Graphic designer,None,No Religion
5,Watkins Oval,Alice,Lees,9,Daughter,NA,Female,Student,None,NA
5,Watkins Oval,Glenn,Lees,5,Son,NA,Male,Student,None,NA
5,Watkins Oval,Lindsey,Perry-Lees,3,Daughter,NA,Female,Child,None,NA
5,Watkins Oval,Elliott,Perry-Lees,1,Son,NA,Male,Child,None,NA
6,Watkins Oval,Rachael,Ellis,58,Head,Married,Female,Adult guidance worker,None,Christian
6,Watkins Oval,Elliott,Ellis,62,Husband,Married,Male,"Production designer, theatre/television/film",None,Christian
6,Watkins Oval,Keith,Ellis,27,Son,Single,Male,Technical brewer,None,No Religion
6,Watkins Oval,Gillian,Ellis,23,Daughter,Single,Female,Further education lecturer,None,No Religion
6,Watkins Oval,Simon,Ellis,4,Son,NA,Male,Child,None,Christian
7,Watkins Oval,Joan,Foster,39,Head,Married,Female,Chartered accountant,None,No Religion
7,Watkins Oval,Mathew,Foster,40,Husband,Married,Male,"Surveyor, mining",Unknown Infection,No Religion
7,Watkins Oval,Anne,Foster,8,Daughter,NA,Female,Student,None,No Religion
7,Watkins Oval,Duncan,Foster,4,Son,NA,Male,Child,None,No Religion
7,Watkins Oval,Lee,Foster,2,Son,NA,Male,Child,None,No Religion
8,Watkins Oval,Judith,Bird,60,Head,Divorced,Female,Unemployed,None,Christian
8,Watkins Oval,Kathryn,Bird,31,Daughter,Single,Female,Estate agent,None,Christian
8,Watkins Oval,Louise,Williams,29,Daughter,Single,Female,Unemployed,None,Christian
8,Watkins Oval,Marcus,Williams,23,Son,Single,Male,Unemployed,None,Christian
8,Watkins Oval,Tina,Williams,19,Daughter,Single,Female,University Student,None,Christian
9,Watkins Oval,Emma,Pope,52,Head,Married,Female,Museum/gallery conservator,None,Christian
9,Watkins Oval,Maurice,Pope,54,Husband,Married,Male,Chief Technology Officer,None,Christian
9,Watkins Oval,Frank,Pope,9,Son,NA,Male,Student,None,Christian
9,Watkins Oval,Marilyn,Pope,6,Daughter,NA,Female,Student,None,No Religion
9,Watkins Oval,Danny,Pope,4,Son,NA,Male,Child,None,Christian
10,Watkins Oval,Dennis,Bailey,46,Head,Single,Male,"Restaurant manager, fast food",None,No Religion
11,Watkins Oval,Jasmine,Ford,22,Head,Single,Female,University Student,None,Christian
11,Watkins Oval,Lucy,Young,20,None,Single,Female,University Student,None,No Religion
11,Watkins Oval,Bryan,Walton,22,None,Single,Male,University Student,None,No Religion
11,Watkins Oval,Mandy,Mason,21,None,Single,Female,University Student,None,Christian
11,Watkins Oval,Martyn,Saunders,18,None,Single,Male,University Student,None,No Religion
11,Watkins Oval,Abigail,Robinson,20,None,Single,Female,University Student,None,No Religion
11,Watkins Oval,Megan,Cross,21,None,Single,Female,University Student,None,Christian
11,Watkins Oval,Ricky,Owens,21,None,Single,Male,University Student,None,Christian
11,Watkins Oval,Gillian,Brown,20,None,Single,Female,University Student,None,Christian
11,Watkins Oval,Elizabeth,Warren,22,None,Single,Female,University Student,None,No Religion
11,Watkins Oval,Tom,Walker,18,None,Single,Male,University Student,None,No Religion
11,Watkins Oval,Maurice,Cox,32,None,Single,Male,PhD Student,None,No Religion
11,Watkins Oval,Claire,Price,19,None,Single,Female,University Student,None,Christian
11,Watkins Oval,Jessica,Hunt,19,None,Single,Female,University Student,None,Christian
11,Watkins Oval,Megan,Banks,21,None,Single,Female,University Student,None,No Religion
11,Watkins Oval,Maureen,Fraser,18,None,Single,Female,University Student,None,Christian
11,Watkins Oval,Gavin,Wall,19,None,Single,Male,University Student,None,No Religion
11,Watkins Oval,Amanda,Heath,19,None,Single,Female,University Student,None,Christian
11,Watkins Oval,Hilary,Mann,20,None,Single,Female,University Student,None,Christian
12,Watkins Oval,Lydia,Ellis,52,Head,Single,Female,Unemployed,Physical Disability,Christian
12,Watkins Oval,Ian,Ellis,16,Son,NA,Male,Student,None,NA
12,Watkins Oval,Denise,Ellis,15,Daughter,NA,Female,Student,None,NA
12,Watkins Oval,Terence,Ellis,12,Son,NA,Male,Student,None,NA
12,Watkins Oval,Simon,Ellis,9,Son,NA,Male,Student,None,NA
12,Watkins Oval,Pauline,Ellis,6,Daughter,NA,Female,Student,None,NA
12,Watkins Oval,Natasha,Ellis,1,Daughter,NA,Female,Child,None,NA
12,Watkins Oval,Sylvia,Hall,22,Lodger,Single,Female,University Student,None,No Religion
12,Watkins Oval,Charlotte,Johnson,30,Lodger,Single,Female,Art therapist,None,No Religion
12,Watkins Oval,Kirsty,Robinson,35,Lodger,Single,Female,Make,None,No Religion
12,Watkins Oval,Dale,Williams,27,Sibling,Single,Male,"Biochemist, clinical",None,Christian
12,Watkins Oval,Amy,Ahmed,47,Lodger,Single,Female,"Designer, furniture",None,Christian
12,Watkins Oval,Gary,Lloyd,47,Lodger,Single,Male,Cytogeneticist,None,Christian
12,Watkins Oval,Donald,Morris,26,Lodger,Divorced,Male,Retail buyer,None,No Religion
12,Watkins Oval,Sean,Campbell,39,Lodger,Single,Male,Environmental health practitioner,None,No Religion
12,Watkins Oval,Teresa,Holt,49,Lodger,Single,Female,Dealer,None,Christian
12,Watkins Oval,Shannon,Hussain,57,Lodger,Widowed,Female,Osteopath,None,Christian
12,Watkins Oval,Lisa,Duffy,62,Lodger,Divorced,Female,Public affairs consultant,None,No Religion
12,Watkins Oval,Richard,Harris,30,Lodger,Single,Male,"Physicist, medical",None,Sikh
12,Watkins Oval,Yvonne,Ryan,49,Lodger,Single,Female,Osteopath,None,Christian
13,Watkins Oval,Maria,Owens,42,Head,Single,Female,Phytotherapist,None,Christian
13,Watkins Oval,Christopher,Connor,25,None,Single,Male,"Designer, ceramics/pottery",None,No Religion
13,Watkins Oval,Garry,Jones,36,None,Single,Male,"Administrator, arts",None,Christian
13,Watkins Oval,Daniel,Pope,62,None,Single,Male,"Engineer, communications",None,Christian
13,Watkins Oval,Jordan,Smart,59,None,Single,Male,Unemployed,None,Christian
13,Watkins Oval,Dominic,Dawson,41,None,Single,Male,Insurance claims handler,None,Christian
13,Watkins Oval,Jessica,Dyer,31,None,Single,Female,"Surveyor, hydrographic",None,No Religion
13,Watkins Oval,Suzanne,O'Sullivan,25,None,Single,Female,"Therapist, drama",None,Christian
13,Watkins Oval,Kayleigh,Green,41,None,Single,Female,Psychotherapist,None,Christian
13,Watkins Oval,Lynne,Williams,30,None,Single,Female,Early years teacher,None,No Religion
14,Watkins Oval,Adam,Barker,57,Head,Single,Male,"Lecturer, higher education",None,Christian
14,Watkins Oval,Sara,Bennett,59,Partner,Single,Female,Hospital pharmacist,None,No Religion
1,Knight Fort,Clifford,Dixon,61,Head,Single,Male,Administrator,None,Christian
2,Knight Fort,Josh,Stevens-Jenkins,44,Head,Married,Male,Network engineer,None,Christian
2,Knight Fort,Katherine,Stevens-Jenkins,49,Wife,Married,Female,Financial planner,None,Christian
3,Knight Fort,Rachel,Graham,70,Head,Widowed,Female,Unemployed,None,Christian
3,Knight Fort,Malcolm,Graham,17,Grandson,NA,Male,Student,None,NA
3,Knight Fort,Joseph,Graham,16,Grandson,NA,Male,Student,None,NA
4,Knight Fort,Harriet,Evans,96,Head,Married,Female,Retired Social worker,None,Christian
4,Knight Fort,Maria,Evans,94,Wife,Married,Female,Retired Software engineer,None,Christian
4,Knight Fort,David,Evans,18,Son,Divorced,Male,Student,None,Christian
4,Knight Fort,Lisa,Evans,17,Daughter,NA,Female,Student,None,NA
5,Knight Fort,Gemma,Phillips,62,Head,Single,Female,Hospital doctor,None,Christian
5,Knight Fort,Olivia,Phillips,15,Granddaughter,NA,Female,Student,None,NA
6,Knight Fort,Joseph,Ward,21,Head,Single,Male,University Student,None,No Religion
6,Knight Fort,Cameron,Smith,63,None,Single,Male,Regulatory affairs officer,None,Christian
7,Knight Fort,Josephine,Doherty,72,Head,Widowed,Female,Retired Materials engineer,None,Christian
7,Knight Fort,Jenna,Doherty,51,Daughter,Single,Female,"Journalist, broadcasting",None,No Religion
7,Knight Fort,Margaret,Doherty,47,Daughter,Single,Female,"Psychotherapist, dance movement",None,Christian
7,Knight Fort,Angela,Doherty,45,Daughter,Single,Female,"Psychologist, clinical",None,No Religion
8,Knight Fort,Carole,Higgins,43,Head,Divorced,Female,"Sales professional, IT",None,Christian
8,Knight Fort,Beth,Palmer,43,None,Single,Female,"Designer, graphic",None,Christian
8,Knight Fort,Lawrence,Murphy,46,None,Single,Male,Trade union research officer,None,Christian
8,Knight Fort,Lorraine,Holmes,51,None,Single,Female,Technical brewer,None,Christian
9,Knight Fort,Lydia,Roberts,40,Head,Single,Female,Scientific laboratory technician,None,Christian
10,Knight Fort,Graham,Anderson,52,Head,Married,Male,"Surveyor, rural practice",None,Christian
10,Knight Fort,Sara,Anderson,54,Wife,Married,Female,Lexicographer,None,Christian
10,Knight Fort,Christian,Anderson,26,Son,Single,Male,Transport planner,None,Christian
10,Knight Fort,Gordon,Anderson,25,Son,Divorced,Male,Sports therapist,None,Christian
10,Knight Fort,Denise,Anderson,6,Daughter,NA,Female,Student,None,Christian
11,Knight Fort,Lynne,Richardson,64,Head,Divorced,Female,"Pilot, airline",None,No Religion
11,Knight Fort,Clive,James,12,Grandson,NA,Male,Student,None,NA
11,Knight Fort,Sally,Smith,11,Granddaughter,NA,Female,Student,None,NA
12,Knight Fort,Rosemary,Butler,45,Head,Single,Female,"Surveyor, quantity",None,Christian
12,Knight Fort,Elliot,Hayward,48,Partner,Single,Male,Research scientist (physical sciences),None,Christian
12,Knight Fort,Craig,Butler,14,Son,NA,Male,Student,None,No Religion
12,Knight Fort,Lynda,Butler,12,Daughter,NA,Female,Student,None,Christian
12,Knight Fort,Mary,Butler,9,Adopted Daughter,NA,Female,Student,None,Christian
13,Knight Fort,Melissa,Taylor,71,Head,Married,Female,Retired Careers information officer,None,No Religion
13,Knight Fort,Owen,Taylor,72,Husband,Married,Male,Retired Corporate investment banker,None,No Religion
13,Knight Fort,Derek,Taylor,42,Son,Divorced,Male,Geographical information systems officer,None,No Religion
14,Knight Fort,Lynn,Hanson,51,Head,Married,Female,Unemployed,None,Christian
14,Knight Fort,Gareth,Hanson,53,Husband,Married,Male,Housing manager/officer,None,Christian
14,Knight Fort,Bryan,Hanson,26,Son,Single,Male,"Producer, radio",None,No Religion
14,Knight Fort,Dennis,Hanson,21,Son,Single,Male,University Student,None,No Religion
15,Knight Fort,Valerie,Newman,44,Head,Single,Female,Arboriculturist,None,No Religion
15,Knight Fort,Declan,Wilson,42,Partner,Single,Male,Unemployed,None,No Religion
15,Knight Fort,Joe,Newman,20,Son,Single,Male,University Student,None,No Religion
15,Knight Fort,Jane,Newman,13,Daughter,NA,Female,Student,None,No Religion
15,Knight Fort,Marilyn,Newman,12,Daughter,NA,Female,Student,None,
16,Knight Fort,Vanessa,Barrett,48,Head,Married,Female,Recycling officer,None,No Religion
16,Knight Fort,Henry,Barrett,52,Husband,Married,Male,"Programme researcher, broadcasting/film/video",None,No Religion
16,Knight Fort,Benjamin,Barrett,8,Son,NA,Male,Student,None,No Religion
17,Knight Fort,Jasmine,Chambers,54,Head,Single,Female,Toxicologist,None,Christian
17,Knight Fort,Lisa,Chambers,5,Granddaughter,NA,Female,Student,None,NA
18,Knight Fort,Tina,Anderson,63,Head,Married,Female,Quality manager,None,Christian
18,Knight Fort,Lewis,Anderson,65,Husband,Married,Male,Environmental education officer,None,Christian
18,Knight Fort,Margaret,Anderson,32,Daughter,Single,Female,"Research officer, political party",None,Christian
19,Knight Fort,Claire,Walsh,49,Head,Single,Female,Health visitor,None,Christian
19,Knight Fort,Jordan,Anderson,51,Partner,Single,Male,Learning mentor,None,No Religion
19,Knight Fort,Nicola,Walsh,22,Daughter,Single,Female,University Student,None,No Religion
19,Knight Fort,Brenda,Walsh,18,Daughter,Single,Female,Student,None,Christian
19,Knight Fort,Steven,Walsh,15,Son,NA,Male,Student,None,Christian
1,Green Road,Elliot,Hughes,43,Head,Single,Male,Printmaker,None,Christian
1,Green Road,Bethany,Turner,41,Partner,Single,Female,Pension scheme manager,None,Christian
2,Green Road,Denise,Hart,53,Head,Married,Female,Music therapist,None,No Religion
2,Green Road,Samuel,Hart,57,Husband,Married,Male,Chief Operating Officer,None,No Religion
2,Green Road,Alex,Hart,16,Son,NA,Male,Student,None,No Religion
3,Green Road,Tina,Myers,87,Head,Married,Female,"Retired Civil engineer, consulting",None,Christian
3,Green Road,Henry,Myers,93,Husband,Married,Male,Retired Theme park manager,None,No Religion
4,Green Road,Sally,Henry,29,Head,Married,Female,Airline pilot,None,No Religion
4,Green Road,Jacob,Henry,31,Husband,Married,Male,Research scientist (maths),None,No Religion
4,Green Road,Maureen,Henry,8,Daughter,NA,Female,Student,None,No Religion
5,Green Road,Gerard,Marsden,45,Head,Single,Male,Learning disability nurse,None,No Religion
5,Green Road,Louis,Walker,42,None,Single,Male,Diplomatic Services operational officer,None,No Religion
5,Green Road,Leonard,Wallace,40,None,Single,Male,Mechanical engineer,None,Christian
5,Green Road,Catherine,Bailey,46,None,Divorced,Female,Financial planner,None,Christian
6,Green Road,Joanna,Watkins,41,Head,Widowed,Female,IT trainer,None,Christian
6,Green Road,Claire,Watkins,15,Daughter,NA,Female,Student,None,NA
7,Green Road,Marilyn,Clark,22,Head,Single,Female,University Student,None,Christian
7,Green Road,Roger,Williams,24,Partner,Single,Male,Unemployed,None,No Religion
7,Green Road,Simon,Clark,5,Son,NA,Male,Student,None,No Religion
7,Green Road,Stephen,Clark,4,Son,NA,Male,Child,None,No Religion
8,Green Road,Lynne,Berry,51,Head,Single,Female,Chief Technology Officer,None,Christian
8,Green Road,Cameron,Wilson,53,Partner,Single,Male,Psychiatric nurse,None,No Religion
9,Green Road,Chelsea,Young,41,Head,Married,Female,"Journalist, broadcasting",None,Christian
9,Green Road,Julian,Young,44,Husband,Married,Male,"Nurse, learning disability",None,No Religion
9,Green Road,Amanda,Young,16,Daughter,NA,Female,Student,None,Christian
10,Green Road,Jonathan,Hancock,40,Head,Married,Male,Merchant navy officer,None,Hindu
10,Green Road,Kathleen,Hancock,41,Wife,Married,Female,Acupuncturist,None,Hindu
11,Green Road,Wendy,Evans,47,Head,Single,Female,Chief Financial Officer,None,No Religion
11,Green Road,Arthur,Evans,8,Son,NA,Male,Student,None,NA
11,Green Road,Simon,Evans,5,Son,Single,Male,Student,None,NA
11,Green Road,Anne,Evans,2,Daughter,NA,Female,Child,None,NA
11,Green Road,Julie,Evans,0,Daughter,NA,Female,Child,None,NA
12,Green Road,Mohammad,Davey,83,Head,Divorced,Male,Retired Corporate investment banker,None,Christian
13,Green Road,Georgia,Chapman,52,Head,Single,Female,Unemployed,None,Christian
13,Green Road,Ronald,Chapman,22,Son,Single,Male,University Student,None,Christian
13,Green Road,Justin,Chapman,20,Son,Divorced,Male,University Student,None,Christian
14,Green Road,Jemma,Fletcher,18,Head,Single,Female,University Student,None,No Religion
14,Green Road,Natasha,Butcher,19,None,Single,Female,University Student,None,Christian
14,Green Road,Adrian,O'Brien,22,None,Single,Male,University Student,None,Christian
15,Green Road,Lewis,Barrett,23,Head,Single,Male,"Restaurant manager, fast food",None,No Religion
16,Green Road,Maureen,Elliott,56,Head,Married,Female,"Teacher, special educational needs",None,Christian
16,Green Road,Karl,Elliott,58,Husband,Married,Male,"Buyer, industrial",None,No Religion
16,Green Road,Ruth,Elliott,17,Daughter,NA,Female,Student,None,Christian
17,Green Road,Kayleigh,Atkinson,51,Head,Married,Female,English as a second language teacher,None,No Religion
